Drug,Predicted_Score,Average_Rating,Review_Count,Disease
varenicline,283.35248,No ratings,0,renal cell carcinoma
suprep bowel prep kit,260.49,No ratings,0,renal cell carcinoma
isotretinoin,224.77293,No ratings,0,renal cell carcinoma
mirena,221.61528,No ratings,0,renal cell carcinoma
implanon,214.6319,No ratings,0,renal cell carcinoma
levonorgestrel,198.87253,No ratings,0,renal cell carcinoma
ethinyl estradiol / levonorgestrel,190.38098,No ratings,0,renal cell carcinoma
chantix,189.36124,No ratings,0,renal cell carcinoma
ethinyl estradiol / norethindrone,187.3463,No ratings,0,renal cell carcinoma
etonogestrel,279.08768,No ratings,0,postpartum depression
varenicline,243.69301,No ratings,0,postpartum depression
suprep bowel prep kit,220.83052,No ratings,0,postpartum depression
isotretinoin,185.11345,No ratings,0,postpartum depression
mirena,181.9558,No ratings,0,postpartum depression
implanon,174.97243,No ratings,0,postpartum depression
levonorgestrel,159.21306,No ratings,0,postpartum depression
ethinyl estradiol / levonorgestrel,150.7215,No ratings,0,postpartum depression
chantix,149.70174,No ratings,0,postpartum depression
ethinyl estradiol / norethindrone,147.68683,No ratings,0,postpartum depression
etonogestrel,237.53012,No ratings,0,allergic reactions
varenicline,202.13544,No ratings,0,allergic reactions
suprep bowel prep kit,179.27295,No ratings,0,allergic reactions
isotretinoin,143.5559,No ratings,0,allergic reactions
mirena,140.39824,No ratings,0,allergic reactions
implanon,133.41484,No ratings,0,allergic reactions
levonorgestrel,117.65547,No ratings,0,allergic reactions
ethinyl estradiol / levonorgestrel,109.17015,No ratings,0,allergic reactions
chantix,108.14417,No ratings,0,allergic reactions
ethinyl estradiol / norethindrone,106.179276,No ratings,0,allergic reactions
etonogestrel,327.03458,No ratings,0,hemorrhoids
varenicline,291.6399,No ratings,0,hemorrhoids
suprep bowel prep kit,268.7774,No ratings,0,hemorrhoids
isotretinoin,233.06035,No ratings,0,hemorrhoids
mirena,229.9027,No ratings,0,hemorrhoids
implanon,222.91933,No ratings,0,hemorrhoids
levonorgestrel,207.15994,No ratings,0,hemorrhoids
ethinyl estradiol / levonorgestrel,198.66841,No ratings,0,hemorrhoids
chantix,197.64864,No ratings,0,hemorrhoids
ethinyl estradiol / norethindrone,195.63373,No ratings,0,hemorrhoids
etonogestrel,261.41443,No ratings,0,angina
varenicline,226.01974,No ratings,0,angina
suprep bowel prep kit,203.15727,No ratings,0,angina
isotretinoin,167.4402,No ratings,0,angina
mirena,164.28255,No ratings,0,angina
implanon,157.29918,No ratings,0,angina
levonorgestrel,141.5398,No ratings,0,angina
ethinyl estradiol / levonorgestrel,133.04826,No ratings,0,angina
chantix,132.02849,No ratings,0,angina
ethinyl estradiol / norethindrone,130.01358,No ratings,0,angina
etonogestrel,299.41644,No ratings,0,"sexual dysfunction, ssri induced"
varenicline,264.02176,No ratings,0,"sexual dysfunction, ssri induced"
suprep bowel prep kit,241.15929,No ratings,0,"sexual dysfunction, ssri induced"
isotretinoin,205.44221,No ratings,0,"sexual dysfunction, ssri induced"
mirena,202.28458,No ratings,0,"sexual dysfunction, ssri induced"
implanon,195.3012,No ratings,0,"sexual dysfunction, ssri induced"
levonorgestrel,179.54181,No ratings,0,"sexual dysfunction, ssri induced"
ethinyl estradiol / levonorgestrel,171.05028,No ratings,0,"sexual dysfunction, ssri induced"
chantix,170.0305,No ratings,0,"sexual dysfunction, ssri induced"
ethinyl estradiol / norethindrone,168.0156,No ratings,0,"sexual dysfunction, ssri induced"
etonogestrel,225.45424,No ratings,0,binge eating disorde
varenicline,190.05956,No ratings,0,binge eating disorde
suprep bowel prep kit,167.19707,No ratings,0,binge eating disorde
isotretinoin,131.48,No ratings,0,binge eating disorde
mirena,128.59386,No ratings,0,binge eating disorde
implanon,121.33896,No ratings,0,binge eating disorde
levonorgestrel,105.92045,No ratings,0,binge eating disorde
ethinyl estradiol / levonorgestrel,98.09814,No ratings,0,binge eating disorde
chantix,96.686165,No ratings,0,binge eating disorde
ethinyl estradiol / norethindrone,95.10726,No ratings,0,binge eating disorde
etonogestrel,316.88214,No ratings,0,melasma
varenicline,281.48743,No ratings,0,melasma
suprep bowel prep kit,258.62497,No ratings,0,melasma
isotretinoin,222.90791,No ratings,0,melasma
mirena,219.75026,No ratings,0,melasma
implanon,212.76688,No ratings,0,melasma
levonorgestrel,197.0075,No ratings,0,melasma
ethinyl estradiol / levonorgestrel,188.51596,No ratings,0,melasma
chantix,187.4962,No ratings,0,melasma
ethinyl estradiol / norethindrone,185.48128,No ratings,0,melasma
etonogestrel,177.83485,No ratings,0,chronic fatigue syndrome
varenicline,142.44017,No ratings,0,chronic fatigue syndrome
suprep bowel prep kit,119.577675,No ratings,0,chronic fatigue syndrome
isotretinoin,83.86061,No ratings,0,chronic fatigue syndrome
mirena,81.05697,No ratings,0,chronic fatigue syndrome
implanon,73.80178,No ratings,0,chronic fatigue syndrome
levonorgestrel,58.475025,No ratings,0,chronic fatigue syndrome
ethinyl estradiol / levonorgestrel,50.85978,No ratings,0,chronic fatigue syndrome
chantix,49.61756,No ratings,0,chronic fatigue syndrome
ethinyl estradiol / norethindrone,47.812534,No ratings,0,chronic fatigue syndrome
etonogestrel,291.65753,No ratings,0,benign essential trem
varenicline,256.26285,No ratings,0,benign essential trem
suprep bowel prep kit,233.40038,No ratings,0,benign essential trem
isotretinoin,197.6833,No ratings,0,benign essential trem
mirena,194.52568,No ratings,0,benign essential trem
implanon,187.54228,No ratings,0,benign essential trem
levonorgestrel,171.78291,No ratings,0,benign essential trem
ethinyl estradiol / levonorgestrel,163.29137,No ratings,0,benign essential trem
chantix,162.2716,No ratings,0,benign essential trem
ethinyl estradiol / norethindrone,160.2567,No ratings,0,benign essential trem
etonogestrel,359.8761,No ratings,0,dysuria
varenicline,324.4814,No ratings,0,dysuria
suprep bowel prep kit,301.61893,No ratings,0,dysuria
isotretinoin,265.9019,No ratings,0,dysuria
mirena,262.74423,No ratings,0,dysuria
implanon,255.76085,No ratings,0,dysuria
levonorgestrel,240.0015,No ratings,0,dysuria
ethinyl estradiol / levonorgestrel,231.50996,No ratings,0,dysuria
chantix,230.4902,No ratings,0,dysuria
ethinyl estradiol / norethindrone,228.47527,No ratings,0,dysuria
etonogestrel,355.4765,No ratings,0,pseudotumor cerebri
varenicline,320.0818,No ratings,0,pseudotumor cerebri
suprep bowel prep kit,297.21933,No ratings,0,pseudotumor cerebri
isotretinoin,261.50226,No ratings,0,pseudotumor cerebri
mirena,258.3446,No ratings,0,pseudotumor cerebri
implanon,251.36125,No ratings,0,pseudotumor cerebri
levonorgestrel,235.60188,No ratings,0,pseudotumor cerebri
ethinyl estradiol / levonorgestrel,227.11034,No ratings,0,pseudotumor cerebri
chantix,226.09058,No ratings,0,pseudotumor cerebri
ethinyl estradiol / norethindrone,224.07564,No ratings,0,pseudotumor cerebri
etonogestrel,244.99403,No ratings,0,heart failure
varenicline,209.59935,No ratings,0,heart failure
suprep bowel prep kit,186.73686,No ratings,0,heart failure
isotretinoin,151.0198,No ratings,0,heart failure
mirena,147.86217,No ratings,0,heart failure
implanon,140.87877,No ratings,0,heart failure
levonorgestrel,125.11939,No ratings,0,heart failure
ethinyl estradiol / levonorgestrel,116.627846,No ratings,0,heart failure
chantix,115.60809,No ratings,0,heart failure
ethinyl estradiol / norethindrone,113.63435,No ratings,0,heart failure
etonogestrel,239.62947,No ratings,0,amenorrhea
varenicline,204.2348,No ratings,0,amenorrhea
suprep bowel prep kit,181.37233,No ratings,0,amenorrhea
isotretinoin,145.65526,No ratings,0,amenorrhea
mirena,142.4976,No ratings,0,amenorrhea
implanon,135.51424,No ratings,0,amenorrhea
levonorgestrel,119.754845,No ratings,0,amenorrhea
ethinyl estradiol / levonorgestrel,111.26722,No ratings,0,amenorrhea
chantix,110.24354,No ratings,0,amenorrhea
ethinyl estradiol / norethindrone,108.276344,No ratings,0,amenorrhea
etonogestrel,302.86908,No ratings,0,keratoconjunctivitis sicca
varenicline,267.47443,No ratings,0,keratoconjunctivitis sicca
suprep bowel prep kit,244.61195,No ratings,0,keratoconjunctivitis sicca
isotretinoin,208.89488,No ratings,0,keratoconjunctivitis sicca
mirena,205.73724,No ratings,0,keratoconjunctivitis sicca
implanon,198.75385,No ratings,0,keratoconjunctivitis sicca
levonorgestrel,182.99449,No ratings,0,keratoconjunctivitis sicca
ethinyl estradiol / levonorgestrel,174.50293,No ratings,0,keratoconjunctivitis sicca
chantix,173.48317,No ratings,0,keratoconjunctivitis sicca
ethinyl estradiol / norethindrone,171.46826,No ratings,0,keratoconjunctivitis sicca
etonogestrel,341.65265,No ratings,0,chronic myelogenous leukemia
varenicline,306.25793,No ratings,0,chronic myelogenous leukemia
suprep bowel prep kit,283.39548,No ratings,0,chronic myelogenous leukemia
isotretinoin,247.67844,No ratings,0,chronic myelogenous leukemia
mirena,244.52077,No ratings,0,chronic myelogenous leukemia
implanon,237.5374,No ratings,0,chronic myelogenous leukemia
levonorgestrel,221.77803,No ratings,0,chronic myelogenous leukemia
ethinyl estradiol / levonorgestrel,213.28648,No ratings,0,chronic myelogenous leukemia
chantix,212.26674,No ratings,0,chronic myelogenous leukemia
ethinyl estradiol / norethindrone,210.2518,No ratings,0,chronic myelogenous leukemia
etonogestrel,312.3966,No ratings,0,hypertriglyceridemia
varenicline,277.00192,No ratings,0,hypertriglyceridemia
suprep bowel prep kit,254.13947,No ratings,0,hypertriglyceridemia
isotretinoin,218.42241,No ratings,0,hypertriglyceridemia
mirena,215.26476,No ratings,0,hypertriglyceridemia
implanon,208.28136,No ratings,0,hypertriglyceridemia
levonorgestrel,192.52199,No ratings,0,hypertriglyceridemia
ethinyl estradiol / levonorgestrel,184.03046,No ratings,0,hypertriglyceridemia
chantix,183.0107,No ratings,0,hypertriglyceridemia
ethinyl estradiol / norethindrone,180.99577,No ratings,0,hypertriglyceridemia
etonogestrel,231.16602,No ratings,0,pulmonary hypertension
varenicline,195.77132,No ratings,0,pulmonary hypertension
suprep bowel prep kit,172.90884,No ratings,0,pulmonary hypertension
isotretinoin,137.19177,No ratings,0,pulmonary hypertension
mirena,134.03413,No ratings,0,pulmonary hypertension
implanon,127.05074,No ratings,0,pulmonary hypertension
levonorgestrel,111.291374,No ratings,0,pulmonary hypertension
ethinyl estradiol / levonorgestrel,102.86204,No ratings,0,pulmonary hypertension
chantix,101.78007,No ratings,0,pulmonary hypertension
ethinyl estradiol / norethindrone,99.871155,No ratings,0,pulmonary hypertension
etonogestrel,313.76172,No ratings,0,gout
varenicline,278.367,No ratings,0,gout
suprep bowel prep kit,255.50452,No ratings,0,gout
isotretinoin,219.78745,No ratings,0,gout
mirena,216.6298,No ratings,0,gout
implanon,209.64642,No ratings,0,gout
levonorgestrel,193.88705,No ratings,0,gout
ethinyl estradiol / levonorgestrel,185.39551,No ratings,0,gout
chantix,184.37575,No ratings,0,gout
ethinyl estradiol / norethindrone,182.36082,No ratings,0,gout
etonogestrel,271.01648,No ratings,0,"breast cancer, metastatic"
varenicline,235.62181,No ratings,0,"breast cancer, metastatic"
suprep bowel prep kit,212.75932,No ratings,0,"breast cancer, metastatic"
isotretinoin,177.04225,No ratings,0,"breast cancer, metastatic"
mirena,173.8846,No ratings,0,"breast cancer, metastatic"
implanon,166.90121,No ratings,0,"breast cancer, metastatic"
levonorgestrel,151.14185,No ratings,0,"breast cancer, metastatic"
ethinyl estradiol / levonorgestrel,142.65031,No ratings,0,"breast cancer, metastatic"
chantix,141.63054,No ratings,0,"breast cancer, metastatic"
ethinyl estradiol / norethindrone,139.61562,No ratings,0,"breast cancer, metastatic"
etonogestrel,345.82504,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
varenicline,310.43033,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
suprep bowel prep kit,287.56787,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
isotretinoin,251.85081,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
mirena,248.69318,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
implanon,241.70978,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
levonorgestrel,225.95042,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
ethinyl estradiol / levonorgestrel,217.45888,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
chantix,216.43912,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
ethinyl estradiol / norethindrone,214.4242,No ratings,0,vitamin/mineral supplementation during pregnancy/lactation
etonogestrel,315.3007,No ratings,0,hypersomnia
varenicline,279.906,No ratings,0,hypersomnia
suprep bowel prep kit,257.04352,No ratings,0,hypersomnia
isotretinoin,221.32646,No ratings,0,hypersomnia
mirena,218.16884,No ratings,0,hypersomnia
implanon,211.18544,No ratings,0,hypersomnia
levonorgestrel,195.42607,No ratings,0,hypersomnia
ethinyl estradiol / levonorgestrel,186.93452,No ratings,0,hypersomnia
chantix,185.91476,No ratings,0,hypersomnia
ethinyl estradiol / norethindrone,183.89984,No ratings,0,hypersomnia
etonogestrel,293.67673,No ratings,0,psychosis
varenicline,258.28204,No ratings,0,psychosis
suprep bowel prep kit,235.41957,No ratings,0,psychosis
isotretinoin,199.7025,No ratings,0,psychosis
mirena,196.54485,No ratings,0,psychosis
implanon,189.56146,No ratings,0,psychosis
levonorgestrel,173.80211,No ratings,0,psychosis
ethinyl estradiol / levonorgestrel,165.31053,No ratings,0,psychosis
chantix,164.29079,No ratings,0,psychosis
ethinyl estradiol / norethindrone,162.27586,No ratings,0,psychosis
etonogestrel,380.4995,No ratings,0,"diarrhea, chronic"
varenicline,345.10486,No ratings,0,"diarrhea, chronic"
suprep bowel prep kit,322.24237,No ratings,0,"diarrhea, chronic"
isotretinoin,286.52527,No ratings,0,"diarrhea, chronic"
mirena,283.36765,No ratings,0,"diarrhea, chronic"
implanon,276.38428,No ratings,0,"diarrhea, chronic"
levonorgestrel,260.62488,No ratings,0,"diarrhea, chronic"
ethinyl estradiol / levonorgestrel,252.13335,No ratings,0,"diarrhea, chronic"
chantix,251.1136,No ratings,0,"diarrhea, chronic"
ethinyl estradiol / norethindrone,249.09868,No ratings,0,"diarrhea, chronic"
etonogestrel,177.75441,No ratings,0,0</span> users found this comment helpful.
varenicline,142.35973,No ratings,0,0</span> users found this comment helpful.
suprep bowel prep kit,119.49723,No ratings,0,0</span> users found this comment helpful.
isotretinoin,83.780174,No ratings,0,0</span> users found this comment helpful.
mirena,80.62252,No ratings,0,0</span> users found this comment helpful.
implanon,73.64844,7.5,2,0</span> users found this comment helpful.
levonorgestrel,57.885334,No ratings,0,0</span> users found this comment helpful.
ethinyl estradiol / levonorgestrel,49.814075,No ratings,0,0</span> users found this comment helpful.
chantix,48.462994,1.0,1,0</span> users found this comment helpful.
ethinyl estradiol / norethindrone,46.844673,No ratings,0,0</span> users found this comment helpful.
etonogestrel,386.9132,No ratings,0,shift work sleep disorde
varenicline,351.51852,No ratings,0,shift work sleep disorde
suprep bowel prep kit,328.65607,No ratings,0,shift work sleep disorde
isotretinoin,292.939,No ratings,0,shift work sleep disorde
mirena,289.78134,No ratings,0,shift work sleep disorde
implanon,282.79797,No ratings,0,shift work sleep disorde
levonorgestrel,267.03857,No ratings,0,shift work sleep disorde
ethinyl estradiol / levonorgestrel,258.54706,No ratings,0,shift work sleep disorde
chantix,257.52728,No ratings,0,shift work sleep disorde
ethinyl estradiol / norethindrone,255.51237,No ratings,0,shift work sleep disorde
etonogestrel,288.69647,No ratings,0,prostatitis
varenicline,253.3018,No ratings,0,prostatitis
suprep bowel prep kit,230.43935,No ratings,0,prostatitis
isotretinoin,194.72227,No ratings,0,prostatitis
mirena,191.56462,No ratings,0,prostatitis
implanon,184.58125,No ratings,0,prostatitis
levonorgestrel,168.82188,No ratings,0,prostatitis
ethinyl estradiol / levonorgestrel,160.33034,No ratings,0,prostatitis
chantix,159.31058,No ratings,0,prostatitis
ethinyl estradiol / norethindrone,157.29564,No ratings,0,prostatitis
etonogestrel,262.27228,No ratings,0,deep vein thrombosis
varenicline,226.87758,No ratings,0,deep vein thrombosis
suprep bowel prep kit,204.01512,No ratings,0,deep vein thrombosis
isotretinoin,168.29805,No ratings,0,deep vein thrombosis
mirena,165.1404,No ratings,0,deep vein thrombosis
implanon,158.15701,No ratings,0,deep vein thrombosis
levonorgestrel,142.39764,No ratings,0,deep vein thrombosis
